trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
346,False,"{'a': 0.012142976201836771, 'e': 0.03142976201836771}",20,10,17.758342747449568,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
347,False,"{'a': 0.012111703066106086, 'e': 0.03111703066106086}",20,16,2.9852122557344885,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
348,False,"{'a': 0.012080741103275106, 'e': 0.030807411032751076}",20,8,8.631941541670662,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
349,False,"{'a': 0.012050087217121749, 'e': 0.030500872171217483}",20,9,18.12460913907375,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
350,False,"{'a': 0.012019738342231849, 'e': 0.0301973834223185}",30,4,40.78733668905518,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
351,False,"{'a': 0.01198969144369263, 'e': 0.029896914436926308}",20,3,7.882422038979999,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
352,False,"{'a': 0.011959943516789199, 'e': 0.029599435167892}",30,24,13.236925863856406,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
353,False,"{'a': 0.011930491586704074, 'e': 0.029304915867040746}",20,16,8.109733858995142,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
354,False,"{'a': 0.011901332708219706, 'e': 0.029013327082197053}",30,16,27.90185363914548,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
355,False,"{'a': 0.011872463965423942, 'e': 0.028724639654239423}",25,9,19.892970476179745,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
356,False,"{'a': 0.01184388247141845, 'e': 0.028438824714184505}",30,22,16.89807034739199,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
357,False,"{'a': 0.01181558536803001, 'e': 0.028155853680300096}",20,10,18.673565709867354,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
358,False,"{'a': 0.011787569825524702, 'e': 0.027875698255247015}",20,9,6.7002962521070435,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
359,False,"{'a': 0.011759833042324929, 'e': 0.027598330423249287}",20,11,14.98171949060403,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
360,False,"{'a': 0.011732372244729256, 'e': 0.02732372244729256}",20,12,14.228030664505855,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
361,False,"{'a': 0.011705184686635041, 'e': 0.027051846866350416}",25,20,9.259606626131122,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
362,False,"{'a': 0.011678267649263817, 'e': 0.026782676492638175}",20,3,31.93322031006862,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
363,False,"{'a': 0.011651618440889418, 'e': 0.02651618440889418}",25,17,12.6125626425405,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
364,False,"{'a': 0.011625234396568795, 'e': 0.02625234396568796}",25,5,32.80003694960959,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
365,False,"{'a': 0.011599112877875534, 'e': 0.025991128778755347}",30,10,37.7507422907975,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
366,False,"{'a': 0.011573251272635993, 'e': 0.02573251272635994}",25,12,20.931831839269368,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
367,False,"{'a': 0.011547646994668101, 'e': 0.025476469946681016}",20,7,23.51086144721863,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
368,False,"{'a': 0.011522297483522721, 'e': 0.025222974835227212}",30,16,26.743146246609896,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
369,False,"{'a': 0.011497200204227615, 'e': 0.024972002042276155}",20,12,13.044448503861705,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
370,False,"{'a': 0.011472352647033938, 'e': 0.024723526470339388}",25,0,38.55897017459133,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
371,False,"{'a': 0.011447752327165266, 'e': 0.02447752327165267}",25,0,39.213221285037555,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
372,False,"{'a': 0.01142339678456911, 'e': 0.024233967845691113}",25,16,16.754470902120598,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
373,False,"{'a': 0.011399283583670917, 'e': 0.023992835836709175}",25,12,27.714177416887242,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
374,False,"{'a': 0.0113754103131305, 'e': 0.023754103131304997}",20,8,22.8841698214311,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
375,False,"{'a': 0.01135177458560091, 'e': 0.023517745856009107}",20,0,14.451803625020569,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
376,False,"{'a': 0.0113283740374897, 'e': 0.023283740374897}",30,18,24.74652857569012,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
377,False,"{'a': 0.011305206328722556, 'e': 0.02305206328722557}",30,20,20.135616307593004,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
378,False,"{'a': 0.011282269142509297, 'e': 0.02282269142509297}",20,3,-10.543258883323075,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
379,False,"{'a': 0.011259560185112186, 'e': 0.022595601851121864}",20,10,18.32779434108662,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
380,False,"{'a': 0.011237077185616558, 'e': 0.02237077185616559}",25,20,8.362285090120976,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
381,False,"{'a': 0.011214817895703732, 'e': 0.022148178957037315}",20,11,14.86378277426919,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
382,False,"{'a': 0.01119278008942616, 'e': 0.02192780089426161}",20,0,30.05063878573918,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
383,False,"{'a': 0.011170961562984857, 'e': 0.02170961562984857}",25,10,21.993207930610318,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
384,False,"{'a': 0.011149360134508991, 'e': 0.021493601345089923}",20,10,21.635621222301445,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
385,False,"{'a': 0.011127973643837717, 'e': 0.02127973643837717}",20,12,11.319038117097373,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
386,False,"{'a': 0.011106799952304142, 'e': 0.021067999523041434}",20,8,-23.091148518459285,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
387,False,"{'a': 0.01108583694252147, 'e': 0.020858369425214716}",25,0,22.908799970788895,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
388,False,"{'a': 0.011065082518171256, 'e': 0.020650825181712566}",20,15,8.704858117115025,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
389,False,"{'a': 0.011044534603793765, 'e': 0.020445346037937653}",25,8,30.667180302095197,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
390,False,"{'a': 0.011024191144580439, 'e': 0.02024191144580439}",20,9,23.35226451197791,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
391,False,"{'a': 0.011004050106168402, 'e': 0.020040501061684014}",20,12,15.772671526045382,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
392,False,"{'a': 0.010984109474437028, 'e': 0.019841094744370288}",20,16,4.697894221880563,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
393,False,"{'a': 0.010964367255306529, 'e': 0.019643672553065292}",30,18,25.019709412551933,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
394,False,"{'a': 0.010944821474538539, 'e': 0.01944821474538539}",35,21,28.369992895382786,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
395,False,"{'a': 0.010925470177538692, 'e': 0.01925470177538692}",20,0,19.56825216260819,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
396,False,"{'a': 0.010906311429161163, 'e': 0.019063114291611637}",20,6,23.69755337922362,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
397,False,"{'a': 0.010887343313515149, 'e': 0.018873433135151486}",30,14,23.706240305306245,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
398,False,"{'a': 0.010868563933773277, 'e': 0.018685639337732773}",20,13,13.667972485382032,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
399,False,"{'a': 0.010849971411981924, 'e': 0.018499714119819242}",20,12,16.25056102786174,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
400,False,"{'a': 0.010831563888873418, 'e': 0.01831563888873418}",20,13,16.34263588095703,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
401,False,"{'a': 0.010813339523680108, 'e': 0.018133395236801075}",25,5,27.078770022667634,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
402,False,"{'a': 0.010795296493950285, 'e': 0.01795296493950285}",25,15,19.171333683479887,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
403,False,"{'a': 0.010777432995365944, 'e': 0.01777432995365944}",20,12,15.686874675835078,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
404,False,"{'a': 0.01075974724156234, 'e': 0.017597472415623393}",30,19,21.219390519842424,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
405,False,"{'a': 0.010742237463949351, 'e': 0.017422374639493515}",30,21,15.10457076389996,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
406,False,"{'a': 0.010724901911534626, 'e': 0.017249019115346265}",25,3,40.03946781633157,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
407,False,"{'a': 0.010707738850748478, 'e': 0.017077388507484793}",20,0,28.481598910567946,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
408,False,"{'a': 0.010690746565270528, 'e': 0.01690746565270528}",20,16,5.053246716207503,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
409,False,"{'a': 0.010673923355858064, 'e': 0.016739233558580632}",20,16,8.632727019775189,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
410,False,"{'a': 0.010657267540176124, 'e': 0.016572675401761255}",25,14,17.13868759194206,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
411,False,"{'a': 0.010640777452629264, 'e': 0.016407774526292645}",20,8,20.507840102660648,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
412,False,"{'a': 0.010624451444194986, 'e': 0.01624451444194987}",20,0,25.119038627545756,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
413,False,"{'a': 0.010608287882258843, 'e': 0.016082878822588433}",20,10,19.134361054673025,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
414,False,"{'a': 0.010592285150451169, 'e': 0.015922851504511698}",25,16,20.37146844654572,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
415,False,"{'a': 0.010576441648485448, 'e': 0.015764416484854486}",30,18,25.371703146874772,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
416,False,"{'a': 0.010560755791998283, 'e': 0.01560755791998283}",20,9,24.00180188042571,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
417,False,"{'a': 0.01054522601239095, 'e': 0.015452260123909515}",25,0,35.0732531025379,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
418,False,"{'a': 0.010529850756672551, 'e': 0.015298507566725518}",30,1,41.068622692318414,"{0: 29, 1: 0, 2: 0, 3: 0, 4: 0}",1
419,False,"{'a': 0.010514628487304698, 'e': 0.01514628487304698}",25,11,24.05044576987509,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
420,False,"{'a': 0.01049955768204777, 'e': 0.014995576820477703}",25,14,19.166618570979658,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
421,False,"{'a': 0.010484636833808682, 'e': 0.014846368338086832}",20,16,5.961528232717781,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
422,False,"{'a': 0.010469864450490179, 'e': 0.014698644504901784}",20,0,30.757624973866818,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
423,False,"{'a': 0.010455239054841612, 'e': 0.014552390548416123}",30,13,33.81345134579686,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
424,False,"{'a': 0.010440759184311234, 'e': 0.01440759184311235}",20,7,25.363341138542502,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
425,False,"{'a': 0.010426423390899924, 'e': 0.014264233908999256}",20,2,30.968796338958835,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
426,False,"{'a': 0.010412230241016396, 'e': 0.014122302410163962}",20,14,12.271360905180906,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
427,False,"{'a': 0.01039817831533383, 'e': 0.013981783153338296}",25,15,18.024857570806567,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
428,False,"{'a': 0.01038426620864795, 'e': 0.013842662086479501}",20,14,10.391026324577261,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
429,False,"{'a': 0.010370492529736495, 'e': 0.013704925297364945}",20,8,19.01512655672798,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
430,False,"{'a': 0.010356855901220093, 'e': 0.013568559012200934}",25,10,25.2098441162682,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
431,False,"{'a': 0.01034335495942453, 'e': 0.013433549594245302}",20,7,25.68715341345682,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
432,False,"{'a': 0.010329988354244375, 'e': 0.013299883542443767}",20,0,31.478566062814824,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
433,False,"{'a': 0.010316754749007975, 'e': 0.013167547490079751}",25,11,27.929146022378013,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
434,False,"{'a': 0.010303652820343772, 'e': 0.013036528203437736}",20,10,18.689911740635928,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
435,False,"{'a': 0.010290681258047985, 'e': 0.012906812580479862}",35,17,34.50407199139555,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
436,False,"{'a': 0.010277838764953575, 'e': 0.01277838764953576}",25,11,21.488335132013184,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
437,False,"{'a': 0.01026512405680053, 'e': 0.012651240568005305}",20,2,26.03096554507775,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
438,False,"{'a': 0.010252535862107438, 'e': 0.012525358621074385}",20,0,27.728562940865487,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
439,False,"{'a': 0.01024007292204434, 'e': 0.012400729220443406}",30,21,14.863154165219212,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
440,False,"{'a': 0.010227733990306843, 'e': 0.012277339903068436}",20,16,9.978740538728125,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
441,False,"{'a': 0.010215517832991492, 'e': 0.012155178329914935}",20,6,20.72451439153762,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
442,False,"{'a': 0.010203423228472376, 'e': 0.012034232284723775}",25,15,15.062913420926087,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
443,False,"{'a': 0.010191448967278964, 'e': 0.011914489672789647}",20,11,19.151106552105784,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
444,False,"{'a': 0.010179593851975156, 'e': 0.011795938519751562}",30,16,23.531830357746983,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
445,False,"{'a': 0.010167856697039544, 'e': 0.011678566970395442}",20,11,17.24589008868685,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
446,False,"{'a': 0.010156236328746853, 'e': 0.011562363287468536}",25,17,14.755569586523759,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
447,False,"{'a': 0.010144731585050571, 'e': 0.01144731585050571}",25,0,35.23868378733518,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
448,False,"{'a': 0.010133341315466738, 'e': 0.011333413154667387}",25,16,19.1356282228777,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
449,False,"{'a': 0.010122064380958907, 'e': 0.011220643809589084}",30,16,27.98037491183869,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
450,False,"{'a': 0.01011089965382423, 'e': 0.011108996538242306}",20,11,13.16971371877322,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
451,False,"{'a': 0.010099846017580688, 'e': 0.010998460175806881}",25,16,16.5697942353204,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
452,False,"{'a': 0.010088902366855444, 'e': 0.01088902366855444}",30,8,39.571761788538936,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
453,False,"{'a': 0.010078067607274307, 'e': 0.010780676072743084}",20,2,31.576172434172257,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
454,False,"{'a': 0.010067340655352293, 'e': 0.010673406553522925}",30,21,14.937651390375356,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
455,False,"{'a': 0.010056720438385265, 'e': 0.010567204383852655}",20,11,19.055591523224557,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
456,False,"{'a': 0.010046205894342679, 'e': 0.010462058943426795}",30,16,25.49111962288563,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
457,False,"{'a': 0.01003579597176137, 'e': 0.010357959717613696}",35,23,18.826341702545147,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
458,False,"{'a': 0.0100254896296404, 'e': 0.010254896296404022}",20,12,-10.143249719355676,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
459,False,"{'a': 0.010015285837336976, 'e': 0.010152858373369763}",20,0,11.482096568085215,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
460,False,"{'a': 0.010005183574463356, 'e': 0.010051835744633576}",25,18,13.547484333052388,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
461,False,"{'a': 0.00999518183078484, 'e': 0.00995181830784842}",20,6,26.020974801639433,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0, 'e': 0}",25,18,12.066363872299316,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0, 'e': 0}",30,19,22.225521526777644,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0, 'e': 0}",20,10,15.8783095273808,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0, 'e': 0}",30,20,18.701905372755434,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0, 'e': 0}",20,0,27.66608335759069,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
6,True,"{'a': 0, 'e': 0}",25,14,23.605416882525134,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0, 'e': 0}",20,0,26.824943484926216,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0, 'e': 0}",25,8,29.170536802935963,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0, 'e': 0}",25,8,30.42248349410971,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0, 'e': 0}",25,14,19.934345858955165,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
