trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
172,False,"{'a': 0.026906614791149322, 'e': 0.17906614791149322}",20,11,15.72185862306912,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
173,False,"{'a': 0.026728440996987783, 'e': 0.17728440996987782}",30,21,1.859766038601901,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
174,False,"{'a': 0.026552040061699686, 'e': 0.17552040061699686}",20,13,6.125086937235589,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
175,False,"{'a': 0.026377394345044512, 'e': 0.17377394345044514}",20,6,12.777355970070712,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
176,False,"{'a': 0.026204486382305055, 'e': 0.17204486382305054}",30,20,4.785621488060932,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
177,False,"{'a': 0.02603329888254094, 'e': 0.17033298882540943}",30,10,17.16670042235012,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",1
178,False,"{'a': 0.02586381472685955, 'e': 0.1686381472685955}",20,11,13.75520856469403,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
179,False,"{'a': 0.025696016966704066, 'e': 0.1669601696670407}",20,12,5.193337420687206,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
180,False,"{'a': 0.025529888822158654, 'e': 0.16529888822158653}",20,15,10.857143998291205,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
181,False,"{'a': 0.025365413680270406, 'e': 0.16365413680270405}",25,3,30.249095656115266,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
182,False,"{'a': 0.025202575093388073, 'e': 0.16202575093388075}",20,3,13.149525197706481,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
183,False,"{'a': 0.025041356777517274, 'e': 0.16041356777517274}",20,2,25.340978292685914,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
184,False,"{'a': 0.024881742610692065, 'e': 0.15881742610692068}",20,13,-9.086029030931677,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 0}",1
185,False,"{'a': 0.02472371663136276, 'e': 0.1572371663136276}",25,20,8.479073654566996,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
186,False,"{'a': 0.02456726303679973, 'e': 0.1556726303679973}",20,0,20.15923870677262,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
187,False,"{'a': 0.024412366181513143, 'e': 0.1541236618151314}",25,6,31.07781199834886,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
188,False,"{'a': 0.024259010575688387, 'e': 0.15259010575688386}",20,7,22.719364591791326,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
189,False,"{'a': 0.024107180883637086, 'e': 0.15107180883637084}",20,14,6.113604940440419,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
190,False,"{'a': 0.023956861922263505, 'e': 0.14956861922263504}",20,7,11.559711149713138,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
191,False,"{'a': 0.023808038659546244, 'e': 0.14808038659546244}",20,1,8.830351797270279,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 0}",1
192,False,"{'a': 0.023660696213035015, 'e': 0.14660696213035015}",20,6,21.320455405021487,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
193,False,"{'a': 0.023514819848362373, 'e': 0.14514819848362373}",30,19,16.55154151583507,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
194,False,"{'a': 0.02337039497777029, 'e': 0.14370394977770293}",30,22,13.830619589914368,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
195,False,"{'a': 0.02322740715865136, 'e': 0.1422740715865136}",20,3,30.57177551240833,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
196,False,"{'a': 0.0230858420921045, 'e': 0.140858420921045}",20,10,7.1309793660422995,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
197,False,"{'a': 0.022945685621505094, 'e': 0.13945685621505094}",30,8,14.312573051327993,"{0: 20, 1: 0, 2: 2, 3: 0, 4: 0}",1
198,False,"{'a': 0.022806923731089283, 'e': 0.13806923731089282}",20,10,9.119553031352607,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
199,False,"{'a': 0.022669542544552383, 'e': 0.13669542544552385}",20,0,16.024532906338816,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",0
200,False,"{'a': 0.02253352832366127, 'e': 0.1353352832366127}",25,11,13.152657396331396,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
201,False,"{'a': 0.022398867466880495, 'e': 0.13398867466880493}",30,21,-5.068886367110071,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
202,False,"{'a': 0.02226554650801217, 'e': 0.13265546508012172}",20,12,-52.22404453357595,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 1}",1
203,False,"{'a': 0.022133552114849304, 'e': 0.13133552114849303}",25,11,20.11392938424734,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
204,False,"{'a': 0.02200287108784259, 'e': 0.1300287108784259}",25,14,22.58921645165041,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
205,False,"{'a': 0.021873490358780424, 'e': 0.12873490358780423}",20,11,17.445521079770415,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
206,False,"{'a': 0.021745396989482073, 'e': 0.12745396989482075}",20,11,-41.41904230922432,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 1}",1
207,False,"{'a': 0.021618578170503878, 'e': 0.12618578170503877}",25,17,8.082042983930304,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
208,False,"{'a': 0.021493021219858244, 'e': 0.12493021219858241}",20,11,15.770611512373854,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
209,False,"{'a': 0.021368713581745483, 'e': 0.12368713581745483}",25,13,11.177214878573947,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
210,False,"{'a': 0.021245642825298193, 'e': 0.1224564282529819}",35,18,31.972451562143597,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
211,False,"{'a': 0.021123796643338168, 'e': 0.12123796643338168}",20,8,21.25364462245853,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
212,False,"{'a': 0.021003162851145674, 'e': 0.12003162851145673}",20,4,16.038446765510823,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
213,False,"{'a': 0.020883729385240968, 'e': 0.11883729385240965}",20,0,18.855003595561154,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
214,False,"{'a': 0.02076548430217792, 'e': 0.11765484302177918}",20,6,14.751140281789878,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
215,False,"{'a': 0.020648415777349695, 'e': 0.11648415777349697}",20,7,22.68884812721637,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
216,False,"{'a': 0.02053251210380625, 'e': 0.11532512103806251}",35,23,12.820463935146739,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
217,False,"{'a': 0.020417761691083648, 'e': 0.1141776169108365}",20,0,17.142416398217268,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
218,False,"{'a': 0.020304153064044983, 'e': 0.11304153064044985}",25,0,-69.1575499888176,"{0: 21, 1: 1, 2: 1, 3: 0, 4: 2}",0
219,False,"{'a': 0.020191674861732886, 'e': 0.11191674861732888}",25,11,22.798776989194163,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
220,False,"{'a': 0.02008031583623339, 'e': 0.11080315836233387}",20,0,29.75453972770241,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
221,False,"{'a': 0.01997006485155114, 'e': 0.10970064851551141}",30,14,23.46791463669984,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
222,False,"{'a': 0.019860910882495794, 'e': 0.10860910882495796}",20,8,12.109840754286935,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
223,False,"{'a': 0.019752843013579498, 'e': 0.10752843013579495}",35,19,28.505110301757878,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
224,False,"{'a': 0.01964585043792528, 'e': 0.1064585043792528}",20,8,8.550994883608622,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
225,False,"{'a': 0.019539922456186434, 'e': 0.10539922456186433}",25,0,33.69504937372224,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
226,False,"{'a': 0.019435048475476502, 'e': 0.104350484754765}",25,19,11.476665284947924,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
227,False,"{'a': 0.01933121800831002, 'e': 0.1033121800831002}",20,3,32.21337494823798,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
228,False,"{'a': 0.019228420671553746, 'e': 0.10228420671553744}",20,14,9.395483303202855,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
229,False,"{'a': 0.01912664618538834, 'e': 0.1012664618538834}",25,18,-8.591236297958485,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 0}",1
230,False,"{'a': 0.019025884372280373, 'e': 0.1002588437228037}",20,16,5.577844345889785,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
231,False,"{'a': 0.018926125155964566, 'e': 0.09926125155964566}",20,12,4.218949332157312,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
232,False,"{'a': 0.018827358560436155, 'e': 0.09827358560436154}",30,12,22.468642826815916,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
233,False,"{'a': 0.018729574708953277, 'e': 0.09729574708953276}",20,15,8.469486211704126,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
234,False,"{'a': 0.018632763823049306, 'e': 0.09632763823049303}",30,24,9.629386392376507,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
235,False,"{'a': 0.018536916221554962, 'e': 0.09536916221554961}",25,20,6.878810465123293,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
236,False,"{'a': 0.018442022319630234, 'e': 0.09442022319630235}",25,1,35.263059474482986,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
237,False,"{'a': 0.018348072627805845, 'e': 0.09348072627805847}",25,10,-56.578553757045505,"{0: 11, 1: 1, 2: 1, 3: 1, 4: 1}",1
238,False,"{'a': 0.01825505775103433, 'e': 0.09255057751034329}",25,12,-3.118468724446929,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 0}",1
239,False,"{'a': 0.018162968387750483, 'e': 0.09162968387750484}",25,18,11.364020845740162,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
240,False,"{'a': 0.01807179532894125, 'e': 0.09071795328941251}",25,0,20.449182277815204,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
241,False,"{'a': 0.01798152945722476, 'e': 0.08981529457224763}",25,8,15.308397800032008,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
242,False,"{'a': 0.017892161745938634, 'e': 0.08892161745938634}",25,18,12.997729833038374,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
243,False,"{'a': 0.017803683258237255, 'e': 0.08803683258237255}",20,12,14.206872135192858,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
244,False,"{'a': 0.01771608514619813, 'e': 0.0871608514619813}",25,7,27.88883823601646,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
245,False,"{'a': 0.01762935864993705, 'e': 0.0862935864993705}",20,11,7.734333207391267,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
246,False,"{'a': 0.01754349509673212, 'e': 0.08543495096732123}",20,11,16.5624135033444,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
247,False,"{'a': 0.01745848590015647, 'e': 0.08458485900156469}",25,19,-11.959786690773264,"{0: 5, 1: 0, 2: 0, 3: 1, 4: 0}",1
248,False,"{'a': 0.017374322559219595, 'e': 0.08374322559219596}",20,11,5.052656714714555,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
249,False,"{'a': 0.017290996657517266, 'e': 0.08290996657517266}",25,11,13.548628527575332,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
250,False,"{'a': 0.01720849986238988, 'e': 0.0820849986238988}",20,13,14.110101916965023,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
251,False,"{'a': 0.017126823924089166, 'e': 0.08126823924089167}",25,0,-6.301566249291286,"{0: 22, 1: 0, 2: 2, 3: 1, 4: 0}",1
252,False,"{'a': 0.017045960674953245, 'e': 0.08045960674953244}",30,18,20.987458268506277,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
253,False,"{'a': 0.016965902028589802, 'e': 0.07965902028589801}",25,19,12.465599468253695,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
254,False,"{'a': 0.016886639979067496, 'e': 0.07886639979067495}",30,9,16.4295348834766,"{0: 20, 1: 0, 2: 0, 3: 1, 4: 0}",1
255,False,"{'a': 0.01680816660011531, 'e': 0.07808166600115313}",20,13,13.607702693071024,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
256,False,"{'a': 0.016730474044329972, 'e': 0.07730474044329974}",20,12,-8.154200602675875,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
257,False,"{'a': 0.01665355454239115, 'e': 0.07653554542391151}",25,1,26.028277070037422,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 0}",1
258,False,"{'a': 0.01657740040228455, 'e': 0.07577400402284548}",20,0,28.950147326312567,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
259,False,"{'a': 0.016502004008532696, 'e': 0.07502004008532698}",25,0,35.76623516682796,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
260,False,"{'a': 0.016427357821433387, 'e': 0.07427357821433388}",20,6,20.384680029032715,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
261,False,"{'a': 0.01635345437630571, 'e': 0.0735345437630571}",20,8,16.389248523502346,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
262,False,"{'a': 0.01628028628274356, 'e': 0.07280286282743559}",30,18,21.904724920844192,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
263,False,"{'a': 0.01620784622387661, 'e': 0.0720784622387661}",20,10,19.755950309682788,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
264,False,"{'a': 0.016136126955638604, 'e': 0.07136126955638605}",30,17,22.014716126444505,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
265,False,"{'a': 0.01606512130604296, 'e': 0.0706512130604296}",25,17,14.72914133727081,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
266,False,"{'a': 0.015994822174465535, 'e': 0.06994822174465536}",35,6,48.16803193194286,"{0: 29, 1: 0, 2: 0, 3: 0, 4: 0}",1
267,False,"{'a': 0.015925222530934598, 'e': 0.069252225309346}",25,8,27.196938417247296,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
268,False,"{'a': 0.015856315415427792, 'e': 0.06856315415427791}",30,16,27.363641243041897,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
269,False,"{'a': 0.015788093937176145, 'e': 0.06788093937176144}",25,5,26.883329940436653,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
270,False,"{'a': 0.015720551273974974, 'e': 0.06720551273974976}",25,11,-0.48309241520548984,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
271,False,"{'a': 0.015653680671501684, 'e': 0.06653680671501686}",25,1,23.43469647002934,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 0}",1
272,False,"{'a': 0.015587475442640294, 'e': 0.06587475442640295}",30,20,15.440521635110176,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
273,False,"{'a': 0.015521928966812752, 'e': 0.06521928966812753}",25,12,10.981002361503624,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
274,False,"{'a': 0.015457034689316846, 'e': 0.06457034689316847}",20,8,14.092940673016898,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
275,False,"{'a': 0.015392786120670757, 'e': 0.06392786120670757}",20,10,19.85969549602638,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
276,False,"{'a': 0.01532917683596407, 'e': 0.0632917683596407}",30,9,31.921454864051956,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
277,False,"{'a': 0.015266200474215315, 'e': 0.06266200474215315}",25,8,15.62099128694867,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
278,False,"{'a': 0.015203850737735829, 'e': 0.06203850737735829}",30,15,30.084305755584015,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
279,False,"{'a': 0.015142121391500013, 'e': 0.06142121391500013}",30,19,23.03599547702838,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
280,False,"{'a': 0.015081006262521795, 'e': 0.06081006262521795}",20,0,35.22601905145978,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
281,False,"{'a': 0.015020499239237354, 'e': 0.06020499239237354}",35,20,15.799328853833595,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
282,False,"{'a': 0.014960594270893936, 'e': 0.05960594270893937}",25,8,32.45627421408592,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
283,False,"{'a': 0.014901285366944784, 'e': 0.05901285366944784}",20,15,8.86511021481759,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
284,False,"{'a': 0.014842566596450082, 'e': 0.05842566596450083}",30,18,24.062422921483176,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
285,False,"{'a': 0.014784432087483845, 'e': 0.057844320874838456}",20,2,29.232620542227778,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
286,False,"{'a': 0.014726876026546735, 'e': 0.05726876026546736}",20,11,15.088308396977558,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
287,False,"{'a': 0.01466989265798469, 'e': 0.0566989265798469}",30,2,31.76035639186852,"{0: 27, 1: 0, 2: 1, 3: 0, 4: 0}",1
288,False,"{'a': 0.014613476283413373, 'e': 0.056134762834133725}",20,0,24.452001971861396,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
289,False,"{'a': 0.014557621261148306, 'e': 0.05557621261148306}",25,17,13.89867047748788,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
290,False,"{'a': 0.014502322005640722, 'e': 0.05502322005640723}",30,14,34.38204158265946,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
291,False,"{'a': 0.014447572986918986, 'e': 0.05447572986918986}",25,0,32.76614844273807,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
292,False,"{'a': 0.014393368730035602, 'e': 0.05393368730035602}",30,12,34.516704038611394,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
293,False,"{'a': 0.014339703814519707, 'e': 0.053397038145197084}",25,10,27.090703452773877,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
294,False,"{'a': 0.014286572873835036, 'e': 0.05286572873835037}",20,0,28.358939588545944,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
295,False,"{'a': 0.014233970594843237, 'e': 0.05233970594843238}",30,11,22.813152911937784,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
296,False,"{'a': 0.014181891717272584, 'e': 0.05181891717272583}",25,16,3.608076345132207,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
297,False,"{'a': 0.01413033103319191, 'e': 0.05130331033191911}",25,14,22.61036856612888,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
298,False,"{'a': 0.01407928338648985, 'e': 0.0507928338648985}",35,22,26.83756740289163,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
299,False,"{'a': 0.014028743672359185, 'e': 0.050287436723591865}",20,0,32.01006327116933,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
300,False,"{'a': 0.013978706836786394, 'e': 0.049787068367863944}",30,14,25.074521209064606,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
301,False,"{'a': 0.013929167876046214, 'e': 0.04929167876046215}",30,12,32.06374090392712,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
302,False,"{'a': 0.013880121836201296, 'e': 0.04880121836201296}",25,11,23.441577606689915,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
303,False,"{'a': 0.013831563812606777, 'e': 0.04831563812606777}",25,14,18.11519647435152,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
304,False,"{'a': 0.013783488949419836, 'e': 0.04783488949419837}",20,10,16.406284695876028,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
305,False,"{'a': 0.01373589243911409, 'e': 0.04735892439114091}",20,6,28.39119085373475,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
306,False,"{'a': 0.013688769521998849, 'e': 0.046887695219988486}",20,12,15.551521247477755,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
307,False,"{'a': 0.013642115485743124, 'e': 0.04642115485743125}",25,12,21.23990234197922,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
308,False,"{'a': 0.01359592566490442, 'e': 0.045959256649044204}",20,14,11.27174634056481,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
309,False,"{'a': 0.013550195440462157, 'e': 0.04550195440462157}",25,8,9.369883856434992,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
310,False,"{'a': 0.013504920239355778, 'e': 0.0450492023935578}",30,24,8.938375714162623,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
311,False,"{'a': 0.013460095534027453, 'e': 0.044600955340274535}",30,22,11.05429972761839,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
312,False,"{'a': 0.013415716841969285, 'e': 0.04415716841969286}",20,13,13.233174909290899,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
313,False,"{'a': 0.013371779725275094, 'e': 0.04371779725275094}",20,3,29.490421057304395,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
314,False,"{'a': 0.013328279790196589, 'e': 0.043282797901965896}",35,25,19.570472586547485,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
315,False,"{'a': 0.013285212686704018, 'e': 0.04285212686704019}",25,5,17.779863350194873,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
316,False,"{'a': 0.013242574108051137, 'e': 0.042425741080511385}",20,14,10.31334855344047,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
317,False,"{'a': 0.013200359790344555, 'e': 0.04200359790344555}",25,0,32.04915762853505,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
318,False,"{'a': 0.013158565512117314, 'e': 0.04158565512117316}",20,0,37.589391722924155,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
319,False,"{'a': 0.013117187093906774, 'e': 0.04117187093906774}",20,0,27.83288244673838,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
320,False,"{'a': 0.01307622039783662, 'e': 0.04076220397836621}",20,1,19.366702829208855,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
321,False,"{'a': 0.013035661327203114, 'e': 0.04035661327203115}",20,6,12.702787285484877,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
322,False,"{'a': 0.012995505826065389, 'e': 0.039955058260653896}",30,0,-10.58180193117741,"{0: 28, 1: 0, 2: 1, 3: 0, 4: 1}",0
323,False,"{'a': 0.012955749878839871, 'e': 0.039557498788398725}",25,18,11.808715662293501,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
324,False,"{'a': 0.012916389509898707, 'e': 0.039163895098987066}",30,23,11.395367546783213,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
325,False,"{'a': 0.012877420783172201, 'e': 0.03877420783172201}",25,17,16.22113591054331,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
326,False,"{'a': 0.012838839801755205, 'e': 0.038388398017552054}",30,13,26.650411188044128,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
327,False,"{'a': 0.012800642707517431, 'e': 0.038006427075174314}",25,14,21.974827040565096,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
328,False,"{'a': 0.01276282568071762, 'e': 0.0376282568071762}",30,23,14.082153393807754,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
329,False,"{'a': 0.012725384939621581, 'e': 0.03725384939621581}",25,18,11.113682963023278,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
330,False,"{'a': 0.012688316740123998, 'e': 0.036883167401239994}",30,16,27.67361710978485,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
331,False,"{'a': 0.01265161737537404, 'e': 0.0365161737537404}",25,13,10.129166013985955,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
332,False,"{'a': 0.01261528317540464, 'e': 0.03615283175404641}",25,13,23.415591687884746,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
333,False,"{'a': 0.012579310506765529, 'e': 0.0357931050676553}",30,13,28.6487181435595,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
334,False,"{'a': 0.012543695772159864, 'e': 0.03543695772159864}",20,10,22.12228756378008,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
335,False,"{'a': 0.012508435410084503, 'e': 0.035084354100845025}",25,9,28.020147706112606,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
336,False,"{'a': 0.012473525894473855, 'e': 0.03473525894473856}",25,2,38.57455321159875,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
337,False,"{'a': 0.012438963734347271, 'e': 0.03438963734347271}",30,21,15.935157674970844,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
338,False,"{'a': 0.012404745473459934, 'e': 0.034047454734599344}",30,8,-7.9485746948073865,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 1}",1
339,False,"{'a': 0.01237086768995724, 'e': 0.033708676899572396}",20,2,17.992100106665053,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
340,False,"{'a': 0.012337326996032608, 'e': 0.03337326996032608}",30,22,14.281120311094707,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
341,False,"{'a': 0.012304120037588693, 'e': 0.03304120037588693}",20,6,20.771233268722785,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
342,False,"{'a': 0.012271243493901981, 'e': 0.03271243493901982}",20,10,19.55193378434339,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
343,False,"{'a': 0.012238694077290703, 'e': 0.03238694077290704}",25,0,31.89354998612762,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
344,False,"{'a': 0.012206468532786077, 'e': 0.03206468532786077}",20,14,11.33461919421423,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
345,False,"{'a': 0.012174563637806793, 'e': 0.03174563637806794}",20,16,9.17467355723864,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
